author;title;vers;Reimschema;
J.C. Günther;34. - (Die verworfene Liebe.);"Ich habe genug!
       Lust, Flammen und Küsse
       Sind giftig und süße
       Und machen nicht klug;
       Komm, selige Freiheit, und dämpfe den Brand,
       Der meinem Gemüthe die Weisheit entwandt.";;
J.C. Günther;34. - (Die verworfene Liebe.);"Was hab' ich gethan!
       Jetzt seh' ich die Triebe
       Der thörichten Liebe
       Vernünftiger an;
       Ich breche die Fessel, ich löse mein Herz
       Und hasse mit Vorsatz den zärtlichen Schmerz.";;
J.C. Günther;34. - (Die verworfene Liebe.);"Was quält mich vor Reu?
       Was stört mir vor Kummer
       Den nächtlichen Schlummer?
       Die Zeit ist vorbei.
       O köstliches Kleinod, o theurer Verlust!
       O hätt' ich die Falschheit nur eher gewust!";;
J.C. Günther;34. - (Die verworfene Liebe.);"Geh, Schönheit, und fleuch!
       Die artigsten Blicke
       Sind schmerzliche Stricke.
       Ich merke den Streich,
       Es lodern die Briefe, der Ring bricht entzwei
       Und zeigt meiner Schönen: Nun leb' ich recht frei. 
      ";;
J.C. Günther;34. - (Die verworfene Liebe.);"Nun leb' ich recht frei
       Und schwöre von Herzen,
       Daß Küssen und Scherzen
       Ein Narrenspiel sei,
       Denn wer sich verliebt, der ist wohl nicht klug;
       Geh, falsche Sirene, ich habe genug.";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Wie gedacht,
       Vor geliebt, itzt ausgelacht,
       Gestern in die Schoß gerissen,
       Heute von der Brust geschmissen,
       Morgen in die Gruft gebracht!";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Dieses ist
       Aller Jungfern Hinterlist:
       Viel versprechen, wenig halten;
       Sie entzünden und erkalten
       Oefters, eh' ein Tag verfließt.";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Dein Betrug,
       Falsche Seele, macht mich klug;
       Keine soll mich mehr umfassen,
       Keine soll mich mehr verlassen,
       Einmal ist fürwahr genug.";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Denke nur,
       Ungetreue Creatur,
       Denke, sag' ich, nur zurücke
       Und betrachte deine Tücke
       Und erwäge deinen Schwur.";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Hast du nicht
       Ein Gewissen, das dich sticht,
       Wenn die Treue meines Herzens,
       Wenn die Größe meines Schmerzens
       Deinem Wechsel widerspricht? 
      ";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Bringt mein Kuß
       Dir so eilends Ueberdruß,
       Ei so geh' und küsse diesen,
       Welcher dir sein Geld gewiesen,
       Das dich wahrlich blenden muß.";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Bin ich arm,
       Dieses macht mir wenig Harm;
       Tugend steckt nicht in dem Beutel,
       Gold und Schmuck macht nur den Scheitel,
       Aber nicht die Liebe warm.";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Und wie bald
       Mißt die Schönheit die Gestalt?
       Rühmst du gleich von deiner Farbe,
       Daß sie ihres gleichen darbe,
       Ach! die Rosen werden alt.";;
J.C. Günther;35. - (Abschied von seiner ungetreuen Liebsten.);"Weg mit dir,
       Falsches Herze, weg von mir!
       Ich zerreiße deine Kette,
       Denn die kluge Henriette
       Stellet mir was Bessers für.";;
J.C. Günther;36. - (Die verliebte Gelassenheit.);"Mein Leben schilt das faule Glücke,
       Die Hoffnung spricht: Gedulde dich.
       Der Himmel giebt zwar saure Blicke,
       Allein er zürnt nicht ewiglich;
       Er kann durch unverhofftes Lachen
       Die Freude desto sichrer machen.";;
J.C. Günther;36. - (Die verliebte Gelassenheit.);"Ja, wenn nur auch die Jugend säumte!
       Allein so streicht sie schnell vorbei.
       Und wenn mir nur nicht stündlich träumte,
       Wie schwer ein einsam Leben sei!
       Man kann doch bei so bösen Tagen
       Den Kummer ohne Trost kaum tragen. 
      ";;
J.C. Günther;36. - (Die verliebte Gelassenheit.);"Und wenn ich noch mehr wissen könnte,
       Vor welch' ich aufgehoben bin,
       Und ob ihr Herz auch redlich brennte,
       Denn reine Treu sucht gleichen Sinn,
       Ich wollte mich zum voraus üben,
       Sie als mein Theil geschickt zu lieben!";;
J.C. Günther;36. - (Die verliebte Gelassenheit.);"Mein Herz, verwirf das eitle Sorgen,
       Es macht dich doch nur grillenvoll;
       Du weißt, die Vorsicht geht verborgen,
       Und will nicht, daß man grübeln soll,
       Damit man nicht durch blinde Ränke
       Sich selbst aus Uebereilung kränke.";;
J.C. Günther;36. - (Die verliebte Gelassenheit.);"Ich trau, o Himmel, deiner Güte,
       Auf dieses kommt mein Wohlsein an.
       Verbinde mir ein klug Gemüthe,
       Das treu und zärtlich küssen kann,
       Und das mich, wenn ich auch veralte,
       In Lust und Unruh wohl verhalte.";;
J.C. Günther;37. - (Als er seinem harten Schicksale nachdachte.);"Wie kannst du doch so viel vergebens klagen
       Und unerhörte Seufzer thun!
       Ach, laß einmal die Augen ruhn
       Und thu dir selber weh, die Schläge stumm zu tragen.
       Du siehst ja wohl einmal, verworfnes Menschenkind,
       Daß Glück und Gott nicht mehr der Unschuld Freunde sind.";;
J.C. Günther;37. - (Als er seinem harten Schicksale nachdachte.);"Du wurdest ja mit Angst zur Angst geboren,
       Die dir ein blutig Morgenroth
       Schon in der Mutter Schoß gedroht,
       Der Mutter, die durch dich so Wunsch als Kraft verloren.
       Ach, wäre dort dein Geist im ersten Bad' erstickt,
       So würd' er jetzt nicht erst durch Thränen hingerückt! 
      ";;
J.C. Günther;37. - (Als er seinem harten Schicksale nachdachte.);"Dich, blasser Mond und euch, erzürnten Sterne,
       Euch, deren Einfluß, Trieb und Macht
       Mein Elend zeugt und auch belacht,
       Beschwör' ich bei der Noth, wodurch ich fluchen lerne:
       Sagt, weil doch euer Licht in alle Winkel fällt,
       Sagt, ob auch die Natur noch ein solch Stiefkind hält.";;
J.C. Günther;37. - (Als er seinem harten Schicksale nachdachte.);"Bin ich allein zum Aergerniß erschaffen,
       Und steckt mein Wesen voller Schuld?
       Wie, hat der Himmel noch Geduld,
       Und warum säumt sein Zorn, mich plötzlich hinzuraffen,
       Nachdem die Erd' an mir ein solch Geschöpfe nährt,
       Das ihm zur Schande lebt und sonder Nutzen zehrt?";;
J.C. Günther;37. - (Als er seinem harten Schicksale nachdachte.);"Jedoch ich weiß, er kennt mein treu Gemüthe
       Und sieht des Herzens Neigung an,
       Die keinem schlimm begegnen kann,
       Obgleich sein ärgster Feind ihm in die Hand geriethe:
       Es fehlet als ein Mensch, und darum, weil es fehlt,
       Vergiebt es jedem gern, den gleiche Schwachheit quält.";;
J.C. Günther;37. - (Als er seinem harten Schicksale nachdachte.);"So bist denn du auch da nicht mehr zu finden?
       Dir, dir, Erbarmung, ruf' ich zu
       Da, wo der Armen Trost und Ruh
       Sich sonst gemeiniglich mit fester Zuflucht gründen;
       Ach, hat dich irgend auch der Himmel, der mich plagt,
       Nur mir zur letzten Qual aus seiner Schoß gejagt?";;
J.C. Günther;37. - (Als er seinem harten Schicksale nachdachte.);"Sei, wo du willst! Du must mein Leid erfahren,
       Das fast ein jedes Element
       So gut als mich das Unglück kennt;
       Die Seufzer müssen sich mit Luft und Winden paaren;
       Die Erde fühlt die Last, von Thränen wächst die Flut,
       Und meiner Güter Rest entführt die wilde Glut
      
die wilde Glut; der Brand in Striegau 1718..";;
J.C. Günther;37. - (Als er seinem harten Schicksale nachdachte.);"Und mags doch sein! Ich will es nicht mehr rühren
      
rühren, berühren, erwähnen.,
       Nachdem mich auch kein Freund mehr klagt
      
klagen, 
      trans., beklagen.;
       Der Schall, so alles wieder sagt,
       Mag, was mich quält und drückt, in Wald und Wüste führen!
       Ich zieh' vielleicht bald nach, um bei so langer Pein
       Nicht mehr ein Aergerniß der dummen Welt zu sein. 
      ";;
J.C. Günther;38. - (Auf die Tadler.);"Wer kehrt sich an die dumme Welt?
       Sie kann doch nichts als tadeln;
       Wem Treu und Wahrheit nur gefällt,
       Der kann sich selber adeln
       Und überwindet nach und nach
       Die ohne Schuld erlittne Schmach.";;
J.C. Günther;38. - (Auf die Tadler.);"Kein Handwerk geht doch jetzt so gut,
       Als bloß das Hechelmachen.
       Ein Narr, der sonst nichts kann und thut,
       Der legt sich aufs Verlachen.
       Da ist kein Ding so schlecht und klein,
       Ein loses Maul muß drüber sein.";;
J.C. Günther;38. - (Auf die Tadler.);"Die Unschuld geht nicht ledig aus.
       Der Spott trifft auch den Besten;
       Ein Brautgelag, ein Kindelschmaus
       Schwärmt überall von Gästen,
       Bei welchen jeder in der Stadt
       Sein Urtheil zu gewarten hat.";;
J.C. Günther;38. - (Auf die Tadler.);"Die Straße sei so breit sie will,
       Man geht nicht ungestoßen,
       Da hör' ich oftmals in der Still
       Von Kleinen und von Großen,
       Wie da und dort ein Völkchen sitzt,
       Das Mienen, Kleid und Gang beschmitzt.";;
J.C. Günther;38. - (Auf die Tadler.);"Die Brüder bei dem Aquavit
       Sind Meister in dem Klügeln
       Und wissen alles, was geschieht,
       So unverschämt zu striegeln,
       Daß einer, der den Nächsten liebt,
       Sich schon vom Hören übergiebt. 
      ";;
J.C. Günther;38. - (Auf die Tadler.);"Ich habe meine Richterbank
       An mehr als tausend Orten,
       Da zieht man mich so kurz als lang
       Mit Mienen und mit Worten,
       Doch werd' ich dadurch schlecht bewegt.
       Wer zürnt wol, den ein Esel schlägt?";;
J.C. Günther;38. - (Auf die Tadler.);"Man spricht: Es ist die Mode so,
       Man muß es mit ihr halten,
       Ein geistlich 
      dulci jubilo
 Gehört den dummen Alten.
       Der neuen Zeiten beßrer Ton
       Klingt recht galant und schön nach Hohn.";;
J.C. Günther;38. - (Auf die Tadler.);"Herodes dank' euch vor dieß Lied!
       Ich mags so leicht nicht singen;
       Doch wo mich eure Fistel zieht,
       So lernt vorher gut springen,
       Sonst heult mein Satyr und sein Chor
       Euch ganz gewiß erschrecklich vor.";;
J.C. Günther;38. - (Auf die Tadler.);"Denn seid ihr gar so schlimm und grob,
       Mich ohne Noth zu stören,
       So sollt auch ihr dieß schöne Lob
       Von eurem Wandel hören;
       Denn dieser geht so rein und nett,
       Als kaum ein Lumpenquodlibet.";;
J.C. Günther;38. - (Auf die Tadler.);"Da soll Magister Lobesan
       Mit sammt den klugen Schwestern
       Und mancher bunte Nothgalan
       Bloß in den Schubsack lästern;
       Denn scheren sie nur offenbar,
       So kommen sie gewiß ums Haar.";;
J.C. Günther;38. - (Auf die Tadler.);"Ein Kluger schnitzt und hobelt zwar
       Am ersten seinen Balken,
       Doch schändet man ihn ganz und gar,
       So kann er auch den Falken,
       Die jedes Nächsten Splitter sehn,
       Mit Recht die Spitz' entgegen drehn. 
      ";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"An Rosen such' ich mein Vergnügen,
       An Rosen, die die Herzen ziehn,
       An Rosen, die den Frost besiegen
       Und hier das ganze Jahr durch blühn,
       An Rosen, die wir bei den Linden
      
bei den Linden, in der 
      Lindenstadt, Leipzig.
       Sonst nirgends leicht so reizend finden.";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"Man lobt die bräunlichen Violen,
       Sie sind auch ihres Lobes werth;
       Doch, weil sie nur die Kinder holen,
       So bin ich nicht vor sie erklärt
       Und wähle mir die holden Strahlen,
       Womit die vollen Rosen prahlen.";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"Erhebt mir nicht die Kaiserkronen,
       Die sonder Kraft und Balsam sind;
       Entfernt euch mit den Anemonen:
       Ihr Nam' und Ruhm ist nichts als Wind;
       Narcissen sind im besten Lande
       Ein Abriß von dem Unbestande.";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"Die Rose trägt das Blut der Götter
       Und ist der Blumen Königin;
       Ihr Antlitz sticht das schönste Wetter
       Und selbst Aurorens Wangen hin
      
hinstechen, ausstechen, übertreffen..
       Sie ist ein Stern der milden Erden
       Und kann von nichts verfinstert werden. 
      ";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"Die Ros' erquickt die blöden Sinnen
       Und hat das beste Zuckerrohr;
       Ihr goldner Umfang bricht von innen,
       So wie die Sonn' aus Nacht hervor.
       Die Rose nährt die süßen Triebe
       Und reizt die Liebe selbst zur Liebe.";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"Mit Rosen schmück' ich Haupt und Haare,
       Die Rosen tauch' ich in den Wein,
       Die Rose soll vor meine Jahre
       Die allerbeste Stärkung sein.
       Die Rose zieret meine Flöten
       Und krönt mich mächtigen Poeten.";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"Auf Rosen mach' ich gute Reime,
       Auf Rosen schläfet meine Brust,
       Auf Rosen hab' ich sanfte Träume
       Von still- und warm- und weicher Lust;
       Und wenn ich einst von hinnen fahre,
       So wünsch' ich Rosen auf die Bahre.";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"O dürft' ich nur bei einer Rose
       Wie Bienen Honig naschen gehn!
       Ich ließe wahrlich unserm Bose
      Die Gartenanlagen der Kaufleute Kaspar und Georg Bose in Leipzig, später im Besitz des Buchhändlers Reimer, sind jetzt in Straßen umgewandelt.
       Den schön- und theuren Garten stehn;
       Und wollt' es mir bald angewöhnen,
       Mich nie nach fremder Kost zu sehnen.";;
J.C. Günther;1. - (Scherzhafte Gedanken über die Rosen.);"Mit dieser Rose will ich scherzen,
       Und hier erschreckt mich nicht der Dorn.
       Denn bei verliebt- und schönen Herzen
       Ergetzt uns oft ein kleiner Zorn;
       Und so viel Anmuth abzubrechen
       Verachtet man ein kurzes Stechen. 
      ";;
J.C. Günther;3. - (Daß man die frohen Stunden noch mitnehmen sollte.);"Das Haupt bekränzt, das Glas gefüllt!
       So leb' ich, weil es Lebens gilt,
       Und pflege mich bei Ros' und Myrten.
       Fort, Amor, wirf den Bogen hin
       Und komm, mich eiligst zu bewirthen!
       Wer weiß, wie lang ich hier noch bin?";;
J.C. Günther;3. - (Daß man die frohen Stunden noch mitnehmen sollte.);"Komm, bring ein niedliches Coffee,
       Komm, geuß der Sorgen Panacée,
       Den güldnen Nektar, in Krystallen!
       Seht, wie die kleinen Perlen stehn!
       Mir kann kein beßrer Schmuck gefallen,
       Als die aus dieser Muschel gehn.";;
J.C. Günther;3. - (Daß man die frohen Stunden noch mitnehmen sollte.);"Mein Alter ist der Zeiten Raub,
       In kurzem bin ich Asch' und Staub:
       Was wird mich wol hernach ergetzen?
       Es ist als flöhen wir davon.
       Ein Weiser muß das Leben schätzen,
       Drum folg' ich dir, Anacreon.";;
J.C. Günther;3. - (Daß man die frohen Stunden noch mitnehmen sollte.);"Werft Blumen, bringt Cachou
      
Cachou (
      cajous), brasilische Bisamkugel, eine Art von Bonbons. und Wein,
       Und schenkt das Glas gestrichen ein
       Und führt mich halb berauscht ins Bette.
       Wer weiß, wer morgen lebt und trinkt?
       Was fehlt mir mehr? Wo bleibt Brunette?
       Geht, holt sie, weil der Tag schon sinkt!";;
J.C. Günther;4. - (Studentenlied.);"Brüder, laßt uns lustig sein,
       Weil
      
Weil, solange. der Frühling währet,
       Und der Jugend Sonnenschein
       Unser Laub verkläret;
       Grab und Bahre warten nicht;
       Wer die Rosen jetzo bricht,
       Dem ist der Kranz bescheret. 
      ";;
J.C. Günther;4. - (Studentenlied.);"Unsers Lebens schnelle Flucht
       Leidet keinen Zügel,
       Und des Schicksals Eifersucht
       Macht ihr stetig Flügel;
       Zeit und Jahre fliehn davon,
       Und vielleichte schnitzt man schon
       An unsers Grabes Riegel.";;
J.C. Günther;4. - (Studentenlied.);"Wo sind diese? Sagt es mir,
       Die vor wenig Jahren
       Eben also, gleich wie wir,
       Jung und fröhlich waren?
       Ihre Leiber deckt der Sand,
       Sie sind in ein ander Land
       Aus dieser Welt gefahren.";;
J.C. Günther;4. - (Studentenlied.);"Wer nach unsern Vätern forscht,
       Mag den Kirchhof fragen;
       Ihr Gebein, so längst vermorscht,
       Wird ihm Antwort sagen.
       Kann uns doch der Himmel bald,
       Eh die Morgenglocke schallt,
       In unsre Gräber tragen.";;
J.C. Günther;4. - (Studentenlied.);"Unterdessen seid vergnügt,
       Laßt den Himmel walten,
       Trinkt, bis euch das Bier besiegt,
       Nach Manier der Alten.
       Fort! Mir wässert schon das Maul,
       Und, ihr andern, seid nicht faul,
       Die Mode zu erhalten.";;
J.C. Günther;4. - (Studentenlied.);"Dieses Gläschen bring' ich dir,
       Daß die Liebste lebe
       Und der Nachwelt bald von dir
       Einen Abriß gebe!
       Setzt ihr andern gleichfalls an,
       Und wenn dieses ist gethan,
       So lebt der edle Rebe
      
der Rebe, der Weinstock.! 
      ";;
J.C. Günther;5. - (Studentenlied.);"Müdes Herz,
       Laß den Schmerz
       Mit dem Athem fahren!
       Lebst du doch
       Jetzo noch
       In den besten Jahren.
       Thoren denken vor der Zeit
       An die Nacht der Eitelkeit;
       Gnug, wenn uns das Alter zwingt
       Und den Kummer mit sich bringt!";;
J.C. Günther;5. - (Studentenlied.);"Alle Noth,
       Die uns droht,
       Kommt von eignem Wahne;
       Daß das Weh
       Bald vergeh,
       Bohrt man nicht im Zahne.
       Unser mürrischer Verdruß
       Ist wie ein gesalzner Fluß,
       Der, je mehr er Thränen reizt,
       Wang' und Auge schärfer beizt.";;
J.C. Günther;5. - (Studentenlied.);"Glaubt doch nur,
       Epicur
       Macht die klügsten Weisen!
       Die Vernunft
       Seiner Zunft
       Sprengt die Foltereisen,
       Die der Aberglaube stählt,
       Wenn er schlechte Seelen quält
       Und des Pöbels blöden Geist
       In die Nacht des Irrthums reißt.";;
J.C. Günther;5. - (Studentenlied.);"Diese Nacht
       Giebt uns Macht,
       Frank und frei zu leben:
       Jeder Stern
       Sieht es gern,
       Daß wir Feuer geben. 
      
 Unsre Büchsen sind zwar Thon,
       Aber sie verjagen schon
       Aller Grillen starkes Heer,
       Wenn es noch so heftig wär.";;
J.C. Günther;5. - (Studentenlied.);"Nehmt doch wahr,
       Wie so gar
       Todte Kräuter lehren!
       Laßt uns noch,
       Laßt uns doch
       Ihre Warnung hören!
       So verfliegt der sachte Rauch,
       So verfliegt das Leben auch,
       Und die Asche malet hier
       Unsers Leichnams Bildniß für.";;
J.C. Günther;5. - (Studentenlied.);"Nun wohlan!
       Nehmt doch an!
       Hier ist Engelländer,
       Dessen Dampf
       Trotzt den Kampf
       Aller Tobaksschänder.
       Kostet auch den Wurzner Saft!
       Gerstenblut macht Brüderschaft.
       Treu und offenherzig sein
       Fließt mit diesen Strömen ein.";;
J.C. Günther;5. - (Studentenlied.);"Dieser Schlung,
       Dieser Trunk
       Geht auf das Vergnügen
       Derer, die
       Schoß und Knie
       Fein gemächlich fügen.
       Fort, ihr Brüder, trinkt und schreit,
       Weil ihr noch in Leipzig seid,
       Und man in der schönen Stadt
       Doch kein ewig Leben hat. 
      ";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Nahrung edler Geister,
       Aller Sorgen Meister,
       Du mein Element,
       Was man jetzo Knaster nennt,
       Komm und laß die müden Sinnen
       Wieder Ruh gewinnen!";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Auf dem Erdenkreise
       Kommet deinem Preise
       Kein Getränke gleich;
       Auch der Aerzte drittes Reich
      
drittes Reich, die medicinische Facultät als die dritte der Rangordnung nach.
       Flicht dich deiner Kraft zu Lohne
       Um Hygiens Krone.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Nach den Lorberreisern,
       Die vor allen Kaisern
       Unsern Karl erhöhn,
       Sollst du über alles gehn,
       Was aus Erd' und Wurzel steiget
       Und den Gipfel neiget.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Deine Kraft und Stärke
       Macht durch Wunderwerke
       Allen Kummer zahm;
       Misgunst, Furcht, Verdruß und Gram
       Fliehn, so bald ich dich empfinde,
       Schneller als die Winde.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Deine Tugend heilet,
       Deine Macht ertheilet
       Und gebiert die Ruh:
       Will der Schlaf nicht bald herzu,
       Kann ich ihn mit deinen Waffen
       Bald ins Zimmer schaffen. 
      ";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Kommt der lichte Morgen,
       Bringt der Tag die Sorgen,
       Macht der Mittag warm,
       Stütz' ich ruhig Kopf und Arm
       Und gebrauche deiner Kräfte
       Edle Nektarsäfte.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Kommt ein junges Häschen
       Mit dem weißen Näschen,
       Das nach Bisem stinkt,
       Soll es, wenn es dich verdringt
      
verdringen, verdrängen.,
       In den aufgerollten Haaren
       Glut und Dampf erfahren.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Laß die Kanzeln schmählen!
       Ihre Diener fehlen
       Und betrügen sich,
       Wenn sie, theurer Knaster, dich,
       Da sie dich nicht brauchen können,
       Teufelsabbiß nennen.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Laß den ekeln Frauen
       Vor dem Dampfe grauen!
       Die, so klüger sind,
       Sprechen: Allerliebstes Kind,
       Mich ergetzet deine Pfeife,
       Die ich selbst ergreife.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Rom verbrannte Leichen
       Auf den Zimmetsträuchen;
       Muß ich von der Welt,
       Hab' ich schon voraus bestellt,
       Daß die Lauge deiner Asche
       Meinen Körper wasche.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Held, vor dessen Schwerte
       Stambol rückwärts kehrte,
       Ewiger Eugen,
       Will dein Blitz durch Ungarn gehn,
       Ei, so laß doch nur der Bohnen
      
der Bohnen, des Kaffees.
       Und des Knasters schonen! 
      ";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Rosmarin und Nelken
       Schwinden, wenn sie welken,
       An Gefälligkeit;
       Du gefällst zu jeder Zeit;
       Denn dein Ruhm gedörrter Blätter
       Grünt durch alle Wetter.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Sind uns unsre Waaren
       An den Fels gefahren
       Und ins Meer versenkt,
       Brüder! Laßt euch ungekränkt!
       Blätter, die die Mohren rösten,
       Können wieder trösten.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Epheu krönt Poeten;
       Doch um meine Flöten
       Soll Tobakskraut blühn.
       Brüder, macht euch zum Kamin
       Und verjagt mit diesem Pfeile
       Eure Langeweile.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Hört den Winter rasen,
       Hört den Nordwind blasen!
       Hört, er pfeift und fährt.
       Kommt, wir wollen um den Herd
       Seinem kalt- und stolzen Wüten
       Ruhig Trotz gebieten.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Wollt ihr Ländern rathen,
       So verpflügt die Saaten,
       Haut die Wälder aus,
       Macht uns ein Tobaksfeld draus
       Und verzäunt es mit den Reben,
       Die uns Freude geben.";;
J.C. Günther;6. - (Lob des Knastertobaks.);"Junge, schneide Knaster!
       Dieses Lebenspflaster
       Ist ein Polychrest.
      
Polychrest, Universalmittel.
       Dem, der uns nicht rauchen läßt,
       Soll anstatt der Nerv – und Flachsen
       Ein Tobaksstrunk wachsen. 
      ";;
J.C. Günther;7;"Ich schlafe zwar, ihr werthen Brüder!
       Ich schlafe zwar, so denkt ihr, noch;
       Ihr haltet meine schlechten Lieder
       Vor ein vor mich gezwungnes Joch.
       Doch aber sollt ihr dieses wissen,
       Ich handle nicht mit Joabsküssen.
      
Joabsküsse, vgl. 2. Sam. 20,9.";;
J.C. Günther;7;"Ich rede so, so wie ichs meine,
       Ein andrer glaube, wie er will;
       Die Kirschen sind zwar etwas kleine,
       Doch jede Frucht wächst in der Still;
       Und hält man sie vor Stachelbeeren,
       Was thut's? Man mag sie auch verzehren.";;
J.C. Günther;7;"Das weiß ich, daß mein treu Gemüthe
       Dem Pöbel ein Gelächter macht;
       Ich weiß auch, daß des Himmels Güte
       So gut vor mich als alle wacht,
       Und darum wird mir mein Gewissen
       Auch wider Narren zeugen müssen.";;
J.C. Günther;7;"Die Welt ist jetzo voller Narren,
       Und darum bin ich einer mit,
       Und der hat wol den größten Sparren,
       Der aus gemeinem Gleise tritt;
       Indessen wird der Schluß nicht trügen,
       Daß mancher auch kann wacker lügen.";;
J.C. Günther;7;"Man leugt bisweilen nach der Mode,
       Und nach der Mode lüg' auch ich;
       Ein jeder schwimmt im Narrensode.
      
Narrensod, Narrenbrühe.
       Ihr Narren, was verdenkt ihr mich?
       Ihr Narren lügt, so will ich lügen,
       Bis daß wir alle Kappen kriegen. 
      ";;
J.C. Günther;7;"Die Kappe, die ich jetzo trage,
       Steht mir wie Eulenspiegeln an,
       Doch dieß ist die gewisse Plage,
       Daß ich sie nicht vertragen kann;
       Sonst würden auf den Pfaffenmützen
       Die Schellen wahrlich besser sitzen.";;
J.C. Günther;7;"Was wollt ihr mehr? Der Streusand rieselt,
       Und obgleich bei dergleichen Art
       Ein toller Schädel altklug grüselt
      
grüseln, phantasieren.,
       So bin ich doch wie er verwahrt,
       Weil, wenn mich stumme Würmer reißen,
       Auch ihn die stummen Würmer beißen.";;
J.C. Günther;7;"Die stummen Würmer beißen alle.
       Der Klügste scheint, wer sie verhält
      
verhalten, verbergen.;
       Und wem die Frucht von Adams Falle
       Noch jetzo den Geschmack vergällt,
       Der wird fürwahr am besten schließen,
       Wenn ihn die Stiche nicht verdrießen.";;
J.C. Günther;8. - (Als er gleichfalls zu einer andern Zeit dicht berauschet war.);"Hab' ich mich einmal vergangen,
       Mach' ich es doch wieder gut,
       Da mein stumm und still Verlangen
       Deiner Schönheit Opfer thut,
       Deiner Schönheit am Verstande,
       Der sich auch durch Mienen zeigt,
       Und die ungewohnten Bande
       Machen, daß mein Herze schweigt.";;
J.C. Günther;8. - (Als er gleichfalls zu einer andern Zeit dicht berauschet war.);"Schweigen will ich mit dem Munde,
       Da das Herz nicht reden darf;
       Das Verhängniß dieser Stunde
       Handelt etwas gar zu scharf. 
      
 Ich soll reimen und nicht wissen,
       Was sich dießmal reimen soll;
       Fülle nur mit deinen Küssen
       Die gesuchte Strophe voll.";;
J.C. Günther;8. - (Als er gleichfalls zu einer andern Zeit dicht berauschet war.);"Küsse sind der Weg zum Lieben
       Und der Geist der Poesie;
       Blindlings wird man oft getrieben,
       Daß uns eine Schönheit zieh.
       Schönheit, Bäume, Gras und Nelken,
       Welche Lenz und Jugend zieht,
       Müssen nach und nach verwelken,
       Bis der Baum voll Mandeln blüht.";;
J.C. Günther;8. - (Als er gleichfalls zu einer andern Zeit dicht berauschet war.);"Blühn schon einmal diese Früchte,
       Ach, so ist es wahrlich aus,
       Und des Alters Schaugerichte
       Sind ein erlner Blumenstrauß,
      
erlner Blumenstrauß, aus Erlenholz geschnitzt.
       Welcher Mund und Augen locket,
       Aber, wenn er tragen soll,
       So wie die Granaten stocket,
      
stocken, hart sein.
       Die nur sind zum Ansehn voll.";;
J.C. Günther;8. - (Als er gleichfalls zu einer andern Zeit dicht berauschet war.);"Mags doch sein! Ich will verehren,
       Was ich nicht genießen kann;
       Willst du meine Lieder hören,
       O so hör' auch dieses an,
       Daß der Strahl von deinem Glanze,
       Welcher dich vor andern ziert,
       Auch den Ruhm von meinem Kranze
       Mit sich auf die Nachwelt führt.";;
J.C. Günther;9. - (Lob des Winters.);"Verzeiht, ihr warmen Frühlingstage,
       Ihr seid zwar schön, doch nicht vor mich.
       Der Sommer macht mir heiße Plage,
       Die Herbstluft ist veränderlich;
       Drum stimmt die Liebe mit mir ein:
       Der Winter soll mein Frühling sein. 
      ";;
J.C. Günther;9. - (Lob des Winters.);"Der Winter zeigt an seinen Gaben
       Die Schätze gütiger Natur,
       Er kann mit Most und Aepfeln laben,
       Er stärkt den Leib und hilft der Cur,
       Er bricht die Raserei der Pest
       Und dient zu Amors Jubelfest.";;
