word,rythm
silberwogend,[1.  0.  0.5 0. ]
lichtenthüllte,[1.  0.  0.  0.5 0. ]
heckenrand,[1.  0.  0.5]
duftgewehte,[1.  0.  0.5 0. ]
tapfren,[1.]
grünberankten,[1.  0.  0.5 0. ]
feuerschlünde,[1.  0.  0.5 0. ]
halberschloßne,[1.  0.  0.  0.5 0. ]
zartgewelltem,[1.  0.  0.5 0. ]
selbstvergessenheit,[1.  0.  0.5 0.  0. ]
schmerzensvoll,[1.  0.  0.5]
schlummerloser,[1. 0. 0. 0.]
unruhvollem,[1.  0.  0.5 0. ]
gleichgestimmter,[1.  0.  0.5 0. ]
verblaßter,[0. 1. 0.]
regengraue,[1.  0.  0.5]
wellenstreif,[1.  0.  0.5]
schmerzgelähmten,[1.  0.  0.  0.5 0. ]
schattenstilles,[1.  0.5 0.  0. ]
geheimnisreichem,[0.  1.  0.  0.5 0. ]
traumgewebe,[1.  0.  0.5 0. ]
übermächt,[1.  0.5]
zaumzeugs,[1.  0.5]
gestuf,[0. 1.]
lichtgeklärten,[1.  0.  0.5 0. ]
galionen,[0. 1. 0. 0.]
schlachtverkündend,[1.  0.5 0.  0. ]
führerwort,[1.  0.  0.5]
heerzug,[1.  0.5]
hingerißnen,[1.  0.  0.5 0. ]
gelingens,[0. 1. 0.]
donauabwärts,[1.  0.  0.5 0. ]
dumpfkrachend,[1.  0.5 0. ]
eßling,[1. 0.]
ungebeugter,[1.  0.  0.5 0. ]
hinabgewettert,[0.  1.  0.  0.5 0. ]
kampfgewohnte,[1.  0.  0.5 0. ]
erlenbüsche,[1.  0.  0.5 0. ]
davoust,[0. 1.]
hellbesonnter,[1.  0.  0.5 0. ]
geklippe,[0. 1. 0.]
feldherrnjugend,[1.  0.  0.5 0. ]
gletschertürmenden,[1.  0.  0.5 0.  0. ]
alpenlands,[1.  0.  0.5]
massena,[1. 0. 0.]
eylau,[1.]
flußlauf,[1.  0.5]
bergesgestuf,[0.5]
sonnengeblende,[1.  0.  0.  0.5 0. ]
sieghaften,[1. 0. 0.]
tiefgeheimem,[1.  0.  0.5 0. ]
lichtentzündet,[1.  0.  0.5 0. ]
neugegründet,[1.  0.  0.5 0. ]
schlachtennamen,[1.  0.5 0.  0. ]
todesreigen,[1.  0.  0.5 0. ]
tempelbau,[1.  0.  0.5]
herniederrieseln,[0.  1.  0.  0.5 0. ]
umlärmt,[1.  0.5]
aufglimmt,[1.  0.5]
schattenreihn,[1.  0.5 0. ]
wegesrain,[1.  0.5]
tageswerk,[1.  0.  0.5]
stufengang,[1.  0.  0.5]
verschlingung,[0. 1. 0.]
sommerglanze,[1.  0.5]
schattengrüner,[1.  0.5 0.  0. ]
lichtübergossen,[1.  0.  0.5 0. ]
wirbelflug,[1.  0.  0.5]
selbstzerstören,[1.  0.  0.  0.5]
wiesenlands,[1.  0.  0.5]
überweht,[0.5 1. ]
selbstbeschaun,[1.  0.  0.5]
dämmerhaftes,[1. 0. 0. 0.]
ängstlichkeiten,[1. 0. 0. 0.]
wellenschweigen,[1.  0.  0.5 0. ]
riesenflotte,[1.  0.  0.5 0. ]
stahlbastein,[1.  0.  0.5]
eisenborden,[1.  0.  0.5 0. ]
verstohlnes,[0. 1. 0.]
niegewesne,[1.  0.  0.5 0. ]
lichtgewoge,[1.  0.  0.5 0. ]
abendwellen,[1.  0.5 0. ]
tränenhell,[1.  0.  0.5]
dämmerhaftem,[1. 0. 0. 0.]
nebelweite,[1.  0.  0.5 0. ]
farbentöne,[1.  0.  0.  0.5 0. ]
höhenwall,[1.  0.  0.5]
wellenblauen,[1.  0.  0.5 0. ]
sommerwolken,[1.  0.  0.5 0. ]
flutenrillen,[1.  0.  0.5 0. ]
wellenrauschen,[1.  0.  0.5 0. ]
purpurgründe,[1.  0.  0.5 0. ]
blauumhauchter,[1.  0.  0.5 0. ]
dämmerabend,[1.  0.  0.5]
tagesglut,[1.  0.  0.5]
hinabschaut,[0.  1.  0.5]
längstvergeßne,[1.  0.  0.5 0. ]
engvereinte,[1.  0.  0.5 0. ]
schlummertiefen,[1.  0.5 0.  0. ]
müdgeweinten,[1.  0.  0.5 0. ]
mittagsglanz,[1.  0.  0.5]
metallner,[0. 1. 0.]
mondbeglänztes,[1.  0.  0.5 0. ]
starrkristallnen,[1.  0.  0.5 0. ]
angenahter,[1.  0.  0.5 0. ]
dämmerleuchten,[1.  0.  0.5 0. ]
niebetretne,[1.  0.  0.5 0. ]
halberstorbnes,[1.  0.  0.  0.5 0. ]
schwerterblinken,[1.  0.5 0.  0.  0. ]
frevelsüße,[1.  0.  0.5 0. ]
vertropft,[0. 1.]
uferlosem,[1. 0. 0.]
herabgebraust,[0.  1.  0.  0.5]
grauverschwommne,[1.  0.  0.5 0. ]
silberschwingen,[1.  0.  0.5 0. ]
schlankgezweigt,[1.  0.5 0. ]
ferngefühltem,[1.  0.  0.5 0. ]
ermattung,[0. 1. 0.]
strahlenpracht,[1.  0.  0.5]
uferwärts,[1. 0.]
silberluft,[1.  0.  0.5]
überhauchtem,[1.  0.5 0. ]
erschloßnem,[0. 1. 0.]
fischerewer,[1. 0. 0. 0.]
wellenbrecher,[1.  0.  0.5 0. ]
perlmutterfarbnes,[1.  0.  0.  0.5 0.  0. ]
mittaglichem,[1. 0. 0. 0.]
herbstlicht,[1.  0.5]
flimmerhellen,[1.  0.  0.5 0. ]
entschreiten,[0. 1. 0.]
uferloser,[1. 0. 0.]
trauervollem,[1.  0.  0.  0.5 0. ]
eigentlichstes,[1. 0. 0. 0.]
ungefährs,[1.  0.  0.5]
vermeers,[0. 1.]
innerlichster,[1. 0. 0. 0.]
flutbespritzte,[1.  0.  0.5 0. ]
wirbelrauch,[1.  0.  0.5]
lampenmeer,[1.  0.  0.5]
gestaltsam,[0. 1. 0.]
wehens,[1. 0.]
tränenbrunn,[1.  0.  0.5]
verrieselnd,[0. 1. 0.]
silberlüfte,[1.  0.  0.5 0. ]
vorübereilt,[0.  1.  0.5]
hügelhöh,[1.  0.  0.5]
sternenprangen,[1.  0.  0.5 0. ]
geruhigem,[0. 1. 0. 0.]
sprudelfrohem,[1.  0.  0.5 0. ]
vorwärtshasten,[1.  0.  0.5 0. ]
platterbsen,[1.  0.5 0. ]
flugbereit,[1.  0.  0.5]
taubenruf,[1.  0.  0.5]
dorthintreibt,[1.  0.  0.5]
sonnensegen,[1.  0.  0.5 0. ]
silberleib,[1.  0.  0.5]
kieselsand,[1.  0.  0.5 0. ]
kressenlocken,[1.  0.  0.5 0. ]
behendigkeit,[0. 1. 0. 0.]
samenfäden,[1.  0.  0.5 0. ]
vorwärtsgehen,[1.  0.  0.5 0. ]
knospendecke,[1.  0.  0.5 0. ]
milchigen,[1. 0. 0.]
wolkenmeeren,[1.  0.  0.5 0. ]
liebegrübelei,[1. 0. 0. 0.]
paradiesesglanz,[0.  0.  1.  0.  0.5]
sommerkraut,[1.  0.  0.5]
wollustschwingen,[1.  0.  0.5 0. ]
taufeuchte,[1.  0.5 0. ]
entgegenblühte,[0.  1.  0.  0.5 0. ]
silberlampe,[1.  0.  0.5 0. ]
windesseufzen,[1.  0.  0.5 0. ]
hinglitt,[1.  0.  0.5]
anmutvollen,[1.  0.  0.5 0. ]
mondscheinwandrers,[1.  0.  0.5 0. ]
latmos,[1. 0.]
myrthental,[0. 0. 1.]
ausschritt,[1. 0.]
fieberschlaf,[1.  0.  0.5]
fieberhitze,[1.  0.  0.5 0. ]
herniedersenkten,[0.  1.  0.  0.5 0. ]
allzuhohen,[1.  0.  0.5 0. ]
sommergnade,[1.  0.  0.5 0. ]
dunkelkühl,[1.  0.  0.5]
sonngebräunten,[1.  0.  0.5 0. ]
provençalen,[0. 0. 1. 0.]
sorgenfieber,[1.  0.  0.5 0. ]
pantherkraft,[0. 1. 0.]
sternenvolk,[1.  0.  0.5]
dämmernis,[1. 0. 0.]
duftwellen,[1.  0.5 0. ]
beerenbaum,[1.  0.  0.5]
weißdornduft,[1.  0.  0.5]
rosenblühn,[1.  0.  0.5]
blätterbetten,[1.  0.  0.5 0. ]
moschusrosen,[1.  0.  0.5 0. ]
sommerfliegen,[1.  0.  0.5 0. ]
heimwehkranken,[1.  0.  0.5 0. ]
märchenschlösser,[1.  0.  0.5 0.  0. ]
schmerzgesang,[1.  0.  0.  0.5]
liebkeusche,[1.  0.5 0. ]
waldgeschichtchen,[1.  0.  0.5 0. ]
reimereigen,[1.  0.  0.5 0. ]
blattumrankte,[1.  0.  0.5 0. ]
tempe,[1. 0.]
mädchenangst,[1.  0.  0.5]
flötenlied,[1.  0.  0.5]
lustberauschtes,[1.  0.  0.5 0. ]
ungehörtes,[1.  0.  0.5 0. ]
bergeshain,[1.  0.  0.5]
seestrand,[1. 0.]
zertretnem,[0. 1. 0.]
schäferspiel,[1.  0.5 0. ]
wiederkündet,[1.  0.  0.5 0. ]
lichtbeschwingte,[1.  0.  0.5 0. ]
sanftatmend,[1.  0.5]
atemhauch,[1.  0.5]
jungerwachte,[1.  0.  0.5 0. ]
letztgebornes,[1.  0.  0.5 0. ]
mädchenschar,[1.  0.  0.5]
unbegangnem,[1.  0.  0.5 0. ]
bergesklüfte,[1.  0.  0.  0.5 0. ]
blütenglocken,[1.  0.  0.5 0. ]
blumenhain,[1.  0.  0.5]
allsüße,[1.  0.5 0. ]
wolfsmilchwurzel,[1.  0.  0.5 0. ]
nachtschattentraube,[1.  0.  0.5 0.  0. ]
umtropfen,[1.  0.5 0. ]
taxusperlen,[1.  0.  0.5 0. ]
flaumigen,[1. 0. 0.]
trauererlen,[1.  0.  0.5 0. ]
umbetten,[1.  0.5 0. ]
herniederdrängt,[0.  1.  0.  0.5]
wolkenweinen,[1.  0.  0.5 0. ]
kopfhängerischen,[1.  0.5 0.  0.  0. ]
rosenkelch,[1.  0.  0.5]
päonienblühn,[0.  1.  0.  0.5]
gramgeschmeiden,[1.  0.  0.5 0. ]
herzensherrin,[1.  0.  0.5 0. ]
freudenbeere,[1.  0.  0.5 0. ]
allzusanfte,[1.  0.  0.5 0. ]
umwiegt,[1.  0.5]
urnenbild,[1.  0.  0.5]
maskenbild,[1.  0.  0.5]
wolkenschwall,[1.  0.  0.5]
mußtet,[1. 0.]
wahnidee,[1.  0.5]
buntdurchblühtem,[1.  0.  0.5 0. ]
knospenglut,[1.  0.5]
drossellieder,[1.  0.  0.5 0. ]
buntdurchblühten,[1.  0.  0.5 0. ]
lobesphrase,[1.  0.  0.5 0. ]
traumfiguren,[1.  0.  0.5 0. ]
wolkenfluren,[1.  0.  0.5 0. ]
rankenweins,[1.  0.  0.5]
apfellast,[1.  0.  0.5]
fächelwinden,[1.  0.  0.5 0. ]
halbgemähtem,[1.  0.  0.5 0. ]
ackerreich,[1. 0.]
mohnduft,[1.  0.5]
ährenlesern,[1.  0.  0.5 0. ]
hüterblick,[1.  0.  0.5]
obstweinkelter,[1.  0.  0.5 0. ]
wolkenbunt,[1.  0.  0.5]
rosenschatten,[1.  0.  0.5 0. ]
rotbrüstchens,[1.  0.5 0. ]
flötensang,[1.  0.  0.5]
laubendach,[1.  0.  0.5]
traumlust,[1.  0.5]
herzufallen,[1.  0.  0.  0.5]
ungeschmückt,[1.  0.  0.5]
blütenblust,[1.  0.  0.5]
dunkelland,[1.  0.  0.5]
blütenlast,[1.  0.  0.5]
erntelied,[1.  0.  0.5]
lerchenlust,[1.  0.  0.5]
mailiche,[1. 0. 0.]
hyazinthenglocken,[0.  1.  0.  0.5 0. ]
blütentaschen,[1.  0.  0.5 0. ]
winterschacht,[1.  0.  0.5]
blütenstraße,[1.  0.  0.5 0. ]
geruhiger,[0. 1. 0. 0.]
inselgrün,[1.  0.  0.5]
moschusrose,[1.  0.  0.5 0. ]
talwalds,[1.  0.5]
blätterschwall,[1.  0.  0.5]
stillheitrer,[1. 0. 0.]
cordelias,[0. 1. 0. 0.]
traumvoller,[1.  0.5]
mohngewinde,[1.  0.  0.5 0. ]
mädchenlocken,[1.  0.  0.5 0. ]
höhenbäumen,[1.  0.  0.5 0. ]
schwanenschwingen,[1.  0.  0.5 0. ]
hinzuschenken,[1.  0.  0.5 0. ]
gottwärts,[1. 0.]
empfundne,[0. 1. 0.]
laubverborgne,[1.  0.  0.5 0. ]
wassernymphen,[1.  0.  0.5 0. ]
umschweigen,[1.  0.5 0. ]
feierschöne,[1.  0.  0.5 0. ]
traumvisionen,[1.  0.  0.5 0.  0. ]
schluchteneinsamkeit,[1.  0.5 0.  0.  0. ]
zaubergrotte,[1.  0.  0.5]
himmelferne,[1.  0.  0.5 0. ]
bergesmatten,[1.  0.  0.5 0. ]
vielgestalten,[1.  0.  0.5 0. ]
wirbelstrudel,[1.  0.  0.5 0. ]
todesbahn,[1.  0.  0.5]
blühsehnsucht,[1.  0.5 0. ]
mädchentuch,[1.  0.  0.5]
ulmenästen,[1.  0.  0.5]
himmelfern,[1.  0.  0.5]
floras,[1. 0.]
weibesarmen,[1.  0.  0.  0.5 0. ]
wohlgefälligem,[1.  0.  0.5 0.  0. ]
blättereinsamkeit,[1.  0.  0.5 0.  0. ]
muschelhaus,[1.  0.  0.5]
wolkenauen,[1. 0. 0. 0. 0.]
mähnenrosse,[1.  0.  0.5 0. ]
wolkenrand,[1.  0.  0.5]
hügelhang,[1.  0.  0.5]
erhobner,[0. 1. 0.]
schwesterkreise,[1.  0.5 0.  0. ]
aufgewirrt,[1.  0.  0.5]
himmellicht,[1.  0.  0.5]
schirre,[1. 0.]
wolkenfernen,[1.  0.  0.5 0. ]
atemhauchen,[1.  0.5 0. ]
wogenpracht,[1.  0.  0.5]
himmelswinde,[1.  0.  0.5 0. ]
beperlte,[0. 1. 0.]
aufzureihn,[1.  0.  0.5]
zuzustutzen,[1.  0.  0.  0.5]
boileau,[0. 1.]
körperlos,[1. 0. 0.]
avon,[1.]
flötenklingen,[1.  0.  0.5 0. ]
dornendickicht,[1.  0.  0.5 0. ]
donnergrollend,[1.  0.5 0. ]
polypheme,[0. 0. 1. 0. 0.]
vollbeladnen,[1.  0.  0.5 0. ]
dornenbrut,[1.  0.  0.5]
dichterkönigen,[1.  0.  0.5 0.  0. ]
herzensfrohe,[1.  0.  0.5 0. ]
herabzuladen,[0.  1.  0.  0.  0.5]
tempelhelle,[1.  0.  0.5 0. ]
feierstummen,[1.  0.  0.5 0. ]
pappelschatten,[1.  0.  0.5 0. ]
geschornes,[0. 1. 0.]
gedenkwort,[0.  1.  0.5]
weltgedanke,[1.  0.  0.5 0. ]
sodaß,[1. 0.]
bedachtsamkeit,[0. 1. 0. 0.]
brudergüte,[1.  0.  0.5 0. ]
andachtvolles,[1. 0. 0. 0.]
bücherstand,[1.  0.  0.5]
hineinzutun,[0.  1.  0.  0.5]
binsenwald,[1.  0.  0.5]
dorngeheg,[1.  0.  0.5]
lustdurchbebt,[1.  0.  0.5]
mohngewinden,[1.  0.  0.5 0. ]
freudengaben,[1.  0.  0.5 0. ]
marmorflucht,[1.  0.  0.5]
mädchenzug,[1.  0.  0.5]
tauiges,[1. 0.]
herüberbringt,[0.  1.  0.5]
nymphenschar,[1.  0.  0.5]
alfreds,[1. 0.]
leidensstarke,[1.  0.  0.5 0. ]
kosciusko,[0. 1. 0. 0.]
herzerschrecken,[1.  0.  0.  0.5]
lichtpfeile,[1.  0.5 0. ]
bildgewebe,[1.  0.  0.5 0. ]
isabell,[0. 1.]
unruhvoller,[1.  0.  0.5 0. ]
himmelgleich,[1.  0.  0.5]
isabellens,[0. 1. 0.]
hammerklang,[1.  0.  0.5]
inbrünsten,[1.  0.5 0. ]
isabella,[0. 1. 0.]
sonnenmorgens,[1.  0.  0.5 0. ]
alltausend,[1.  0.5 0. ]
zwillingsrosen,[1.  0.  0.5 0. ]
vollgerüttelt,[1.  0.  0.5 0. ]
lorenzos,[1.  0.  0.5]
kraftgestraffte,[1.  0.  0.5 0. ]
glanzgeflirr,[1.  0.  0.5]
pfeilgespicktes,[1.  0.  0.5 0. ]
eisprairie,[1.  0.  0.5]
leidgeschlagne,[1.  0.  0.5]
orangenhügel,[1.  0.5 0.  0. ]
liebesfest,[1.  0.  0.5]
müdgehetztes,[1.  0.  0.5 0. ]
vielberedter,[1.  0.  0.5 0. ]
vielberühmter,[1.  0.  0.5 0. ]
boccacc,[1. 0.]
letztakkord,[1.  0.  0.  0.5]
langgehegter,[1.  0.  0.5 0. ]
aufzusehn,[1.  0.  0.5]
haßerfüllt,[1.  0.  0.  0.5]
fernverborgnen,[1.  0.  0.5 0. ]
mitzureiten,[1.  0.  0.  0.5]
hagebuttenrosenkranz,[1.  0.  0.  0.  0.  0.5 0. ]
weidmannstracht,[1.  0.  0.  0.5]
morgensang,[1.  0.  0.5]
liebdurchbrannt,[0.5 0.  1. ]
lebensstrom,[1.  0.  0.5]
eisesfrost,[1.  0.  0.5]
schmerzenslaut,[1.  0.  0.5]
nachtbrand,[1.  0.5]
angeschürt,[1.  0.  0.5]
allzuschnell,[1.  0.  0.5]
hinnom,[0. 1.]
lanzenstich,[1.  0.  0.5]
rauchdurchbeizten,[1.  0.  0.5 0. ]
sonnenwarme,[1.  0.  0.5 0. ]
gramestief,[1.  0.5]
tränenrinne,[1.  0.  0.5 0. ]
heisrer,[1. 0.]
waldbeeren,[1.  0.5 0. ]
blätterbunt,[1.  0.  0.5]
waldesruh,[1.  0.  0.5]
umgleißt,[1.  0.5]
erdenwonne,[1.  0.  0.5 0. ]
gedankenjagd,[0.  1.  0.  0.5]
isabellas,[0. 1. 0.]
krystallnem,[0. 1. 0.]
moderschacht,[1.  0.  0.5]
schaudervoller,[1.  0.5 0.  0. ]
tiefres,[1. 0.]
grabeshauch,[1.  0.  0.5]
auserlesnen,[1.  0.  0.  0.5]
wiedertönt,[1.  0.  0.5]
totenhof,[1.  0.  0.5]
trauertiefen,[1.  0.  0.5 0. ]
verstählt,[0. 1.]
wunderprächtig,[1.  0.  0.5 0. ]
wahnbestrickt,[1.  0.  0.5]
beichtgang,[1.  0.5]
brütezeit,[1.  0.  0.5]
vergossnes,[0. 1. 0.]
basiltopf,[0.  1.  0.5]
wollpelzige,[1.  0.5 0.  0. ]
chorgang,[1.  0.5]
totenstatuen,[1. 0. 0. 0. 0.]
fegefeuergittern,[1.  0.  0.  0.  0.5 0. ]
nachtdurchwachend,[1.  0.  0.5 0. ]
herabgerauscht,[0.  1.  0.  0.5]
rückgewehte,[1.  0.  0.  0.5 0. ]
honiglichen,[1. 0. 0. 0.]
erhobnem,[0. 1. 0.]
wunschgewährung,[1.  0.5 0.  0. ]
magdalen,[1. 0. 0.]
göttermund,[1.  0.  0.5]
mädchenblick,[1.  0.  0.5]
prunkschleppe,[1.  0.5]
fernverlornem,[1.  0.  0.5 0. ]
lärmens,[1. 0.]
traumversunken,[1.  0.  0.5 0. ]
liebesschwur,[1.  0.  0.5]
trommelbraus,[1.  0.  0.5]
ungeschornen,[1.  0.  0.5 0. ]
porphyro,[0. 1. 0.]
pfeilerschatten,[1.  0.  0.5 0. ]
liebefiebernd,[1.  0.  0.5 0. ]
zornheiße,[1.  0.  0.5]
feindesbrut,[1.  0.  0.5]
haßbefehle,[1.  0.  0.5 0. ]
zufallsglück,[1.  0.  0.5]
säulenschatten,[1.  0.  0.5 0. ]
angstverwirrtem,[1.  0.  0.5 0. ]
bogengänge,[1.  0.  0.5 0. ]
schwesternschar,[1.  0.5 0. ]
hexensieben,[1.  0.  0.5 0. ]
glaubensfroh,[1.  0.  0.5]
frevlerischem,[1. 0. 0. 0.]
wahrheitszeichen,[1.  0.  0.5 0. ]
sanftres,[1. 0.]
magdalens,[0. 1. 0.]
festgeschenke,[1.  0.  0.5 0. ]
nähplatz,[1.  0.5]
flüsterwort,[1.  0.  0.5]
schattendunkelheiten,[1.  0.5 0.  0.  0.  0. ]
treppenbalustrade,[1.  0.  0.  0.  0.5 0. ]
zungenlose,[1.  0.  0.5 0. ]
herzerstickt,[1.  0.  0.5]
hinsterben,[1.  0.5 0. ]
dreibogiges,[1.  0.5 0.  0. ]
eichenschnitzereien,[1.  0.  0.  0.5 0.  0. ]
waffenzier,[1.  0.  0.5]
kriegstrophäen,[1.  0.  0.5 0. ]
dämmerwand,[1.  0.  0.5]
wintermond,[1.  0.  0.5]
herniederbückte,[0.  1.  0.  0.5 0. ]
halskreuz,[1.  0.5]
erdenfern,[1.  0.  0.5]
perlenkranz,[1.  0.  0.5]
mohnbekränzte,[1.  0.  0.5 0. ]
meßbuch,[1.  0.5]
frühlingssprossen,[1.  0.  0.5 0. ]
schlafumfangen,[1.  0.  0.5 0. ]
festtrompeten,[1.  0.  0.5 0. ]
azurlidriger,[1.  0.  0.5 0. ]
lavendelkissen,[0.  1.  0.  0.5 0. ]
wohlverstecktem,[1.  0.  0.5 0. ]
kandirtes,[0. 1. 0.]
fieberheißen,[1.  0.  0.5 0. ]
getriebner,[0. 1. 0.]
mittnachtzauber,[1.  0.5 0. ]
wunderphantasieen,[1.  0.  0.  0.5 0.  0. ]
mercy,[1. 0.]
schlaftraums,[0.5]
leidverloren,[1.  0.  0.5 0. ]
höllenweh,[1.  0.  0.5]
herzbewegter,[1.  0.  0.  0.5]
saphirner,[1. 0. 0.]
windgepeitschter,[1.  0.  0.5 0. ]
himmelsbild,[1.  0.  0.5]
herzgeformter,[1.  0.  0.  0.5 0. ]
krankzerquälte,[1.  0.  0.5 0. ]
elfensturm,[1.  0.  0.5]
angstbedrückt,[1.  0.  0.5]
dämmerstiegen,[1.  0.  0.5 0. ]
stofftapeten,[1.  0.  0.5 0. ]
wogenspiel,[1.  0.  0.5]
scharnierkolossen,[0.  1.  0.5 0.  0. ]
alpbedrückt,[1.  0.  0.  0.5]
höllenspuk,[1.  0.  0.5 0. ]
grabgestalten,[1.  0.  0.5 0. ]
calidor,[1. 0. 0.]
sehnsuchtswunde,[1.  0.  0.5 0. ]
blätterwogen,[1.  0.  0.5 0. ]
niederneigen,[1.  0.  0.5 0. ]
wasserlilienbeet,[1.  0.  0.5 0.  0.  0. ]
blütenbecher,[1.  0.  0.5 0. ]
sturmzerstörten,[1.  0.  0.5 0. ]
fischerkirchlein,[1.  0.  0.5 0. ]
epheulaube,[1.  0.5 0. ]
grünbuschige,[1.  0.5 0.  0. ]
ampferblättern,[1.  0.  0.5 0. ]
augenfunkeln,[1.  0.  0.5 0. ]
abendlau,[1.  0.5]
ruderstoß,[1.  0.  0.5]
umsummen,[0. 1. 0.]
vogellied,[1.  0.  0.5]
rossehufe,[1.  0.  0.5 0. ]
klapperlaut,[1.  0.  0.5]
zelterpaar,[1.  0.  0.5]
zurseite,[1.  0.5]
prachtschabracken,[1.  0.5 0.  0. ]
flüstergrüße,[1.  0.  0.5 0. ]
sehnsuchtstränen,[1.  0.  0.5 0. ]
grübchenhand,[1.  0.  0.5]
cassiablüte,[0. 1. 0. 0. 0.]
clerimonds,[0. 0. 1.]
eschenbeeren,[1.  0.5 0. ]
flügelkappe,[1. 0. 0. 0.]
gondibert,[0. 1. 0.]
clerimont,[0. 0. 1.]
herniederhingen,[0.  1.  0.  0.5 0. ]
wehrmetalle,[1.  0.  0.5 0. ]
feingeschwungenem,[1.  0.  0.5 0.  0. ]
purpursternigen,[1.  0.  0.5 0.  0. ]
blütenlocken,[1.  0.  0.5 0. ]
bernsteinglocken,[1.  0.  0.5 0. ]
clerimond,[0. 0. 1.]
rittertat,[1.  0.  0.5]
hiervon,[0. 1.]
herzbewegt,[1.  0.  0.5]
sonnenselig,[1.  0.  0.5 0. ]
himmelsblauen,[1.  0.  0.5 0. ]
inselauen,[1.  0.  0.5 0. ]
nachtigallenkehle,[1.  0.  0.  0.  0.5 0. ]
lindenblütenseele,[1.  0.  0.  0.  0.5 0. ]
sternenchören,[1.  0.  0.5 0. ]
blattgekraus,[1.  0.  0.5]
urewiges,[1. 0.]
urweltliche,[1.  0.5 0.  0. ]
wolkenbänken,[1.  0.  0.5 0. ]
hochzeitnacht,[1.  0.  0.5]
beßrem,[1. 0.]
deingedenken,[1.  0.  0.5 0. ]
panzerpracht,[1.  0.  0.  0.5]
hybla,[0. 1.]
rosenbecher,[1.  0.  0.5 0. ]
überrinnen,[0.5 1.  0. ]
quellenrieseln,[1.  0.  0.5 0. ]
zusammenklingt,[0.  1.  0.5]
glanzverklärten,[1.  0.  0.  0.5 0. ]
himmelheiterem,[1. 0. 0. 0. 0.]
hintanzest,[1.  0.5 0. ]
finsterkalten,[1.  0.  0.5 0. ]
felsgestalten,[1.  0.  0.5 0. ]
wälderkronen,[1.  0.  0.5 0. ]
fußlang,[1.  0.5]
wahlverwandtem,[1.  0.  0.5 0. ]
meileslängen,[1.  0.  0.5 0. ]
silberlampen,[1.  0.  0.5 0. ]
miltons,[1. 0.]
schicksalshärte,[1.  0.5 0.  0. ]
sommerwonnen,[1.  0.  0.5 0. ]
frischgemähte,[1.  0.5 0.  0. ]
sommerstimme,[1.  0.  0.5 0. ]
erdenfernen,[1.  0.  0.5 0. ]
felsensteilen,[1.  0.  0.5 0. ]
alpenpyramiden,[1.  0.  0.  0.  0.5 0. ]
sommerwassern,[1.  0.  0.5 0. ]
weißwölkchen,[1.  0.5 0. ]
duftgeschwellten,[1.  0.  0.5 0. ]
hinwegzulügen,[0.  1.  0.  0.  0.5]
sidney,[1. 0.]
hinaufzuschwingen,[0.  1.  0.  0.  0.5 0. ]
angstbetreten,[1.  0.  0.5 0. ]
grabesschauer,[1.  0.  0.5 0. ]
freudigkeiten,[1. 0. 0. 0.]
winterschrecken,[1.  0.  0.5 0. ]
sonnentropfen,[1.  0.  0.5 0. ]
knospenkraft,[1.  0.  0.5]
fruchtreife,[1.  0.5 0. ]
herbstessonnen,[1.  0.  0.5 0. ]
schlummerkindleins,[1.  0.5 0.  0. ]
wogenschlangen,[1.  0.  0.5 0. ]
aufperlt,[1.  0.5]
wildentbranntem,[1.  0.  0.5 0. ]
wetterstreit,[1.  0.  0.5]
traumesglut,[1.  0.  0.5]
nymphenchors,[0.  1.  0.5]
zufallshänden,[1.  0.  0.5 0. ]
zauberfallen,[1.  0.  0.5 0. ]
stundensand,[1.  0.  0.5]
knospenschwellen,[1.  0.  0.5 0. ]
gnadengaben,[1.  0.  0.5 0. ]
freudevolles,[1.  0.  0.5 0. ]
strahlstern,[1.  0.5]
eichhorns,[1.  0.5]
feenbild,[1.  0.5]
wildhonig,[1.  0.5 0. ]
grottenschloß,[0.5 0.  1. ]
merci,[1. 0.]
totenmund,[1.  0.  0.5]
warnruf,[1.  0.5]
schlechtgewebte,[1.  0.5 0.  0. ]
farbenbunte,[1.  0.  0.  0.5 0. ]
hintanzend,[1.  0.5 0. ]
wiederzuempfangen,[1.  0.  0.  0.  0.5 0. ]
ewigreinen,[1. 0. 0.]
geißelhiebe,[1.  0.  0.5 0. ]
erfrorne,[0. 1. 0.]
höllenschatten,[1.  0.  0.5 0. ]
liebesschlafe,[1.  0.  0.5 0. ]
georgiana,[0.5]
funkelndster,[1. 0. 0.]
frühsommerwind,[1.  0.  0.5 0. ]
feenbrut,[1.  0.5]
waldeshut,[1.  0.  0.5]
krongeschmeide,[1.  0.  0.5 0. ]
blütenkleide,[1.  0.  0.5 0. ]
binsensaal,[1.  0.  0.5]
erdenseite,[1.  0.  0.5 0. ]
waldesstrecke,[1.  0.  0.5]
inselufer,[1.  0.5]
nymphlein,[0. 1. 0.]
satyrschar,[1.  0.  0.5]
quellenbächen,[1.  0.  0.5 0. ]
mitleidschmerzen,[1.  0.  0.5 0. ]
ringelgrab,[1.  0.  0.5]
taubenfüßige,[1.  0.  0.5 0.  0. ]
kreisgerollt,[1.  0.  0.5]
gordischer,[1. 0. 0.]
silbermonden,[1.  0.  0.5 0. ]
atemsaugen,[1.  0.5 0. ]
buntern,[1. 0.]
