,word1,word2,rhyme
24487,erschollen,rollen,1
24488,welt,bestelt,1
24489,klar,wahr,1
24490,fragt,sagt,1
24491,werden,behält,0
24492,reben,umweben,1
24493,nicht,nicht,1
24494,oft,hiebe,0
24495,gold,hold,1
24496,schlacht,lekker,0
24497,niederknien,sinn,0
24498,spann,ampelhelle,0
24499,stille,jugendfülle,1
24500,sein,gelang,0
24501,corpulent,aus,0
24502,heucheley,dich,0
24503,faul,feiner,0
24504,besessen,vergessen,1
24505,verschmäht,adeline,0
24506,reich,gleich,1
24507,weile,wachen,0
24508,ihr,zucht,0
24509,kräncken,lencken,1
24510,nieder,helicon,0
24511,gaue,verwoben,0
24512,jn,bequem,0
24513,wei,leben,0
24514,sahn,sakristan,1
24515,schon,sitten,0
24516,empfangen,bangen,1
24517,allein,seyn,1
24518,dencken,zwar,0
24519,handgefasset,hasset,1
24520,schmerz,herz,1
24521,prassen,stute,0
24522,krantz,freyheitsglantz,1
24523,erquickt,riechen,0
24524,ende,tod,0
24525,bringen,singen,1
24526,begehren,zähren,1
24527,magen,behagen,1
24528,hin,hin,1
24529,entstehn,vergehn,1
24530,gedenken,schenken,1
24531,tage,waage,1
24532,seele,jammer,0
24533,lohnen,klagen,0
24534,hengen,mag,0
24535,ritzen,versehre,0
24536,fliet,blut,0
24537,sehn,bewehrt,0
24538,traurigkeit,güte,0
24539,geben,heben,1
24540,beid,las,0
24541,straen,an,0
24542,stillen,schon,0
24543,begleiten,bereiten,1
24544,plagen,hast,0
24545,altäre,wäre,1
24546,lebensfrühe,mühe,1
24547,siegen,fliegen,1
24548,träget,leget,1
24549,gotteshau,stand,0
24550,testament,himmelbrodt,0
24551,belohnt,enthüllt,0
24552,liebst,bissen,0
24553,hand,bekand,1
24554,hus,derfür,0
24555,lorbeerläube,gläube,1
24556,beschwerden,gefällt,0
24557,erhascht,wieder,0
24558,gestalt,gewalt,1
24559,hold,geschicke,0
24560,gewesen,lesen,1
24561,geht,zahn,0
24562,seyn,empfinden,0
24563,begeben,ehren,0
24564,schenckendie,war,0
24565,gefunden,wunden,1
24566,bildni,süden,0
24567,geist,haaren,0
24568,gesang,gang,1
24569,verscheucht,park,0
24570,reihn,beeten,0
24571,gebet,geht,1
24572,aus,klingen,0
24573,fügte,siegen,0
24574,lauffen,hauffen,1
24575,erkracht,entzwey,0
24576,hirten,myrthen,1
24577,land,stand,1
24578,erklinget,singet,1
24579,ruhn,werth,0
24580,tand,hand,1
24581,gründet,nette,0
24582,blut,reichen,0
24583,grausamkeit,gewandt,0
24584,will,lust,0
24585,morgen,sorgen,1
24586,najadinnen,napeinnen,1
24587,schlief,tief,1
24588,seh,gönnen,0
24589,empfangen,gegangen,1
24590,angezündet,zuerheben,0
24591,reich,gleich,1
24592,kronen,kalten,0
24593,stand,gränzen,0
24594,band,frey,0
24595,beil,heil,1
24596,thut,gut,1
24597,auff,lauff,1
24598,fern,herrn,1
24599,segen,pflüger,0
24600,schlägt,erden,0
24601,murrastein,rein,1
24602,reben,dorothee,0
24603,aufenthalt,erschallt,1
24604,raub,staub,1
24605,frein,gereun,1
24606,zwingen,regiere,0
24607,verderben,sterben,1
24608,schenket,trunk,0
24609,behender,naturcalender,1
24610,erfuhr,hin,0
24611,an,an,1
24612,zuviel,verstecken,0
24613,wallen,fallen,1
24614,blatt,schlummerstatt,1
24615,kühnste,dienste,1
24616,alten,gestalten,1
24617,freuden,meyden,1
24618,brust,lust,1
24619,bogen,frist,0
24620,himmelskerzen,mir,0
24621,knechte,strau,0
24622,himmelsauen,wunderbar,0
24623,betrübe,liebe,1
24624,versehn,nicht,0
24625,verhüttet,erbitten,0
24626,wangen,entgangen,1
24627,ihr,hier,1
24628,gehn,warten,0
24629,maienflur,natur,1
24630,beut,jagen,0
24631,neue,liebestreue,1
24632,zeiten,semiramis,0
24633,bringt,macht,0
24634,entwürfen,bedürfen,1
24635,nit,chirsi,0
24636,zerstört,stehen,0
24637,da,nah,1
24638,mir,raubmarquis,0
24639,pleisse,fleisse,1
24640,pflügen,liegen,1
24641,gebracht,macht,1
24642,meise,heunenreise,1
24643,denar,tisch,0
24644,hatten,da,0
24645,güte,fletzen,0
24646,grab,umbrungen,0
24647,vaterhaus,scheiden,0
24648,bedacht,widerbracht,1
24649,zugenommen,kommen,1
24650,mauer,dach,0
24651,triumf,tag,0
24652,vermischen,erfrischen,1
24653,bund,sternen,0
24654,bricht,seyn,0
24655,alzusehre,hochgeborn,0
24656,träume,fluth,0
24657,gedenken,geduldig,0
24658,gedancken,rennebahn,0
24659,kleide,kreide,1
24660,schallen,lachen,0
24661,stunde,werden,0
24662,nacht,jahr,0
24663,offen,jagen,0
24664,hervorgethan,will,0
24665,herz,schein,0
24666,nicht,leben,0
24667,entzwey,traum,0
24668,mag,schlacht,0
24669,liederwein,freudenkelter,0
24670,birget,erwürget,1
24671,küsse,gewisse,1
24672,verlassen,war,0
24673,führen,nazareth,0
24674,flickt,leben,0
24675,schimmert,entrollt,0
24676,tief,hand,0
24677,verwarf,darf,1
24678,einmal,stral,1
24679,ergründe,finde,1
24680,trocken,stocken,1
24681,plane,werden,0
24682,betrübt,an,0
24683,meer,wüthen,0
24684,leide,scheide,1
24685,fort,an,0
24686,silberzier,erherben,0
24687,umbschaun,baun,1
24688,raben,knaben,1
24689,enttrüben,lob,0
24690,nachzuahmen,glied,0
24691,schall,genommen,0
24692,verirret,vor,0
24693,lebenszeit,streit,1
24694,begehrte,wiese,0
24695,ein,seyn,1
24696,bricht,nicht,1
24697,aussagen,getragen,1
24698,welt,gejagt,0
24699,euch,reich,1
24700,muth,gut,1
24701,sie,ros,0
24702,getragen,tagen,1
24703,hin,aufgericht,0
24704,daher,meer,1
24705,gaben,haben,1
24706,klagelieder,krone,0
24707,gluthentfacht,nacht,1
24708,rose,virtuose,1
24709,lesen,kaum,0
24710,wohnet,kron,0
24711,verleihn,mir,0
24712,offizier,grenadier,1
24713,saft,kraft,1
24714,sprossen,aufgeschlossen,1
24715,feld,feld,1
24716,angegeben,frage,0
24717,erweiset,reichen,0
24718,grün,wohin,1
24719,hayn,lacht,0
24720,thränen,schönen,1
24721,gethan,freudenoel,0
24722,blöd,deine,0
24723,scheint,wil,0
24724,immer,schimmer,1
24725,erklärt,gewährt,1
24726,griechen,durchgestrichen,1
24727,sich,dich,1
24728,redutentanz,schäferkranz,1
24729,leben,allein,0
24730,rafft,seyn,0
24731,zerschellt,hinnen,0
24732,weib,leib,1
24733,saamen,namen,1
24734,zu,lassen,0
24735,pflicht,nicht,1
24736,stärkerschlagen,wagen,1
24737,jahren,waren,1
24738,lips,schaz,0
24739,gleitet,schmettern,0
24740,poesie,schwunge,0
24741,und,mich,0
24742,güte,behüte,1
24743,an,zu,0
24744,machen,noth,0
24745,hätte,wissen,0
24746,augbrawen,anzuschawen,1
24747,dich,mich,1
24748,mir,beute,0
24749,glömme,schwömme,1
24750,zerbricht,hingericht,1
24751,verliert,ziert,1
24752,klagen,fragen,1
24753,hält,fällt,1
24754,wohlgefällt,sinnen,0
24755,gekommen,genommen,1
24756,kräffte,witz,0
24757,garten,ehr,0
24758,glockenschlage,missen,0
24759,werden,beschwerden,1
24760,himmelsglut,empfangen,0
24761,thränen,sehnen,1
24762,scherzen,herzen,1
24763,vorn,dorn,1
24764,umgeben,eilen,0
24765,angeschaut,meyden,0
24766,sequestriert,gelegen,0
24767,nun,bereit,0
24768,macht,erden,0
24769,himel,weltgetümel,1
24770,nicht,geschicht,1
24771,prügelei,vorbei,1
24772,freude,gewähren,0
24773,eisen,taute,0
24774,sehn,drehn,1
24775,sternen,schafft,0
24776,gleicht,wangen,0
24777,allein,mägdelein,1
24778,kriegt,schein,0
24779,schatten,matten,1
24780,finsternissen,fort,0
24781,hertz,himmelwerts,1
24782,noth,zahl,0
24783,hegt,hegt,1
24784,gedanckendes,prophet,0
24785,lesen,grünt,0
24786,lag,dir,0
24787,leben,ergeben,1
24788,schlägt,trägt,1
24789,sucht,soll,0
24790,mehr,rinnt,0
24791,erklingen,schwingen,1
24792,roth,tod,1
24793,reu,verrat,0
24794,entschlief,wählte,0
24795,blätter,geschmetter,1
24796,geworden,graugeworden,1
24797,schlecht,specht,1
24798,bleiben,verschreiben,1
24799,entgiessen,fliessen,1
24800,leid,neid,1
24801,brust,schlucht,0
24802,bringen,ringen,1
24803,kund,heulen,0
24804,wird,machen,0
24805,presse,sklav,0
24806,mann,dran,1
24807,geschmeide,freude,1
24808,auen,werden,0
24809,hertze,schertze,1
24810,ort,zelle,0
24811,edelsteinen,wohnet,0
24812,enden,wenden,1
24813,träumt,säumt,1
24814,schmach,schuld,0
24815,gast,last,1
24816,schleichen,halten,0
24817,bewust,schilt,0
24818,gast,last,1
24819,land,strand,1
24820,schädelstäte,leichgeräthe,1
24821,menge,anziehet,0
24822,sein,rhein,1
24823,bedeckt,erweckt,1
24824,vergehn,stehn,1
24825,ewigkeit,entlaufen,0
24826,auf,meiden,0
24827,lieben,thränen,0
24828,kalt,wald,1
24829,fluhr,thiernatur,1
24830,schein,helfenbein,1
24831,vereint,verstande,0
24832,sein,stein,1
24833,kan,viel,0
24834,verlassen,nassen,1
24835,wiederfährt,werth,1
24836,feldpanier,anverwandten,0
24837,gerühret,traut,0
24838,pein,stein,1
24839,vermischet,zieren,0
24840,empor,herniederblickt,0
24841,tusferi,schlüpfen,0
24842,könte,zertrennte,1
24843,amt,dich,0
24844,gemacht,gespert,0
24845,hinaus,graus,1
24846,ruhekammer,jammer,1
24847,land,schreiten,0
24848,erdenkönig,wenig,1
24849,begehren,verzehren,1
24850,luft,wasche,0
24851,liebet,lebensfaden,0
24852,hören,ehren,1
24853,mich,dich,1
24854,fein,füget,0
24855,ist,küsst,1
24856,wohnet,venus,0
24857,aufgegangen,sprangen,1
24858,blau,morgethau,1
24859,buch,gekränket,0
24860,braut,wiederschaut,1
24861,darin,keck,0
24862,nur,natur,1
24863,zwang,bin,0
24864,ist,nacht,0
24865,bin,hau,0
24866,geben,leben,1
24867,küssen,gemütte,0
24868,scherz,lacht,0
24869,geboren,stätte,0
24870,mann,bewust,0
24871,gewand,erblast,0
24872,seyn,seyn,1
24873,vier,dir,1
24874,ruh,gefahren,0
24875,sucht,flucht,1
24876,kind,ringlspil,0
24877,abendroth,abendbrot,1
24878,leuchtet,hingefeuchtet,1
24879,buch,klar,0
24880,harmonie,schwinden,0
24881,hofft,schwingen,0
24882,erscheint,blaun,0
24883,nacht,verdacht,1
24884,schlank,krank,1
24885,dahin,gewihn,1
24886,purpurröthen,flöten,1
24887,vberfält,donnerkeilen,0
24888,dafür,hier,0
24889,schmiegen,knien,0
24890,umwallt,pappelweide,0
24891,feld,bodenlosenfässern,0
24892,pagoden,lächeln,0
24893,gefällt,welt,1
24894,zechen,zechen,1
24895,widerspizen,sizen,1
24896,erblickt,schmerzen,0
24897,scheiben,treiben,1
24898,thu,zu,1
24899,mehr,vorsehung,0
24900,wort,klagen,0
24901,thor,vor,1
24902,leiden,neiden,1
24903,her,wei,0
24904,hernieder,glieder,1
24905,erden,werden,1
24906,wach,neiden,0
24907,oden,angethan,0
24908,unabwendbarsein,sträuben,0
24909,an,frankensprechet,0
24910,vermessenheit,höllenleid,1
24911,schwerd,sinnen,0
24912,pflicht,nicht,1
24913,alt,bald,1
24914,verjüngen,singen,1
24915,kind,geschwind,1
24916,syrupfa,schreib,0
24917,sinn,bin,1
24918,schleuder,sammetkleider,1
24919,anemone,nicht,0
24920,selber,machen,0
24921,an,sündenspeisen,0
24922,ganz,zerbricht,0
24923,könnt,vergönnt,1
24924,liebe,port,0
24925,drängen,zersprengen,1
24926,lieber,liegen,0
24927,schmählige,unzehlige,1
24928,bestreiten,schertz,0
24929,herein,augenspiel,0
24930,nachtigallen,erschallen,1
24931,gesand,michfinden,0
24932,blüht,trägt,0
24933,stube,behagen,0
24934,hegt,singen,0
24935,doch,wort,0
24936,saiten,zeiten,1
24937,spielen,mann,0
24938,geschehen,versehen,1
24939,nest,hütten,0
24940,bäumereis,trug,0
24941,gepreist,erfreust,1
24942,balle,alle,1
24943,fällt,rinnen,0
24944,bekommen,weggenommen,1
24945,recht,grab,0
24946,werde,beschwerde,1
24947,liegen,preiset,0
24948,dran,an,1
24949,schnauben,gut,0
24950,nacht,gemacht,1
24951,steiget,mahlen,0
24952,wort,wort,1
24953,fehlgesprungen,gelungen,1
24954,examen,amen,1
24955,empor,zechgelag,0
24956,bringt,dich,0
24957,entziehen,entfliehen,1
24958,natur,farren,0
24959,das,gesungen,0
24960,reben,widerstreben,1
24961,fröhnt,verhöhnt,1
24962,geschrieben,schiltst,0
24963,regieren,verlieren,1
24964,blöde,sprüngen,0
24965,werden,erden,1
24966,ersehn,an,0
24967,fern,zeit,0
24968,gericht,wunder,0
24969,verklagen,sauffen,0
24970,gläntzen,hertzensgräntzen,1
24971,gelücke,zurücke,1
24972,wälen,besorgen,0
24973,la,ruthen,0
24974,zurücke,blicke,1
24975,aus,hinaus,1
24976,schaun,reinen,0
24977,kindeslaute,hof,0
24978,geschickt,hin,0
24979,geiz,christuskreuz,1
24980,verachtet,widerspizen,0
24981,belletristen,unterlas,0
24982,frey,auffgehet,0
24983,bild,wild,1
24984,stellt,ruh,0
24985,schauen,grauen,1
24986,seid,zeit,1
24987,liebestmich,michlassen,0
24988,grün,trübt,0
24989,leib,weib,1
24990,zeiget,schweiget,1
24991,herein,mägdelein,1
24992,stund,stillen,0
24993,bog,vertraute,0
24994,brauchen,ende,0
24995,grund,stund,1
24996,berlin,gebeine,0
24997,schon,sohn,1
24998,aber,fressen,0
24999,fein,verschweigen,0
25000,gestorben,erworben,1
25001,gras,das,1
25002,erhasche,redewogen,0
25003,jugend,schätzt,0
25004,bieten,strahle,0
25005,klagen,tragen,1
25006,schildkroten,boten,1
25007,zünde,kriegesgründe,1
25008,amaranthenlauben,paradiesesglauben,1
25009,hiebe,steht,0
25010,pferdchen,bärtchen,1
25011,sucht,augenglantz,0
25012,waden,gnaden,1
25013,magen,daher,0
25014,preiset,erweiset,1
25015,erkennet,umzogen,0
25016,muht,lacht,0
25017,einen,ma,0
25018,ergriffen,geschliffen,1
25019,käme,grus,0
25020,hin,sin,1
25021,verscherzen,held,0
25022,bewohnen,entzweit,0
25023,seelengeier,feuer,1
25024,verlor,nebelflor,1
25025,nennt,verstanden,0
25026,sohne,eingericht,0
25027,treibe,umher,0
25028,ausgebreit,mag,0
25029,wald,halt,1
25030,versteht,füllt,0
25031,liebeszorne,thaten,0
25032,tragen,plagen,1
25033,gesteht,armen,0
25034,bekannt,haben,0
25035,wörterkriege,siege,1
25036,schreyn,seyn,1
25037,goldesschacht,wacht,1
25038,merinoschafen,trägt,0
25039,kam,umwunden,0
25040,empor,vor,1
25041,voll,soll,1
25042,crystall,schein,0
25043,rost,gekost,1
25044,haben,allen,0
25045,abgeschlachtet,schwein,0
25046,gläntzen,unterwelt,0
25047,geschüttelt,zimmern,0
25048,gewähren,zufriedenheit,0
25049,verwandten,erfreuet,0
25050,ring,trauergewand,0
25051,ehrenmann,recht,0
25052,kräncken,ziel,0
25053,verarmet,stritt,0
25054,trüb,kunde,0
25055,sey,leget,0
25056,gluth,pfade,0
25057,welt,leben,0
25058,mehr,singt,0
25059,naschen,verehrt,0
25060,ritter,gitter,1
25061,pfad,mehr,0
25062,wort,fort,1
25063,gemacht,geworden,0
25064,auch,vermischen,0
25065,liebe,bliebe,1
25066,traut,angetraut,1
25067,verschwendet,gewendet,1
25068,ro,begehren,0
25069,heimatduft,kluft,1
25070,findet,anzukämpffen,0
25071,dorn,sind,0
25072,wiegen,papa,0
25073,ersonnen,ros,0
25074,verwundt,gesund,1
25075,greis,preis,1
25076,gehen,sehen,1
25077,spa,packte,0
25078,wort,wald,0
25079,verlieret,thale,0
25080,woche,lauffen,0
25081,knaben,haine,0
25082,ergetzen,versetzen,1
25083,reich,wangen,0
25084,seyn,schein,1
25085,lentzen,lorbeerkräntzen,1
25086,sehn,flehn,1
25087,nicht,gericht,1
25088,frey,verdänken,0
25089,erschreckt,hervorgewendet,0
25090,adjutanten,garnison,0
25091,bein,seyn,1
25092,herz,sprühn,0
25093,hohn,zusammen,0
25094,geschehen,flehen,1
25095,ergreiffen,donnerstral,0
25096,finden,verschwinden,1
25097,locken,verstocken,1
25098,fühlt,spielt,1
25099,wunderbar,scho,0
25100,schöne,nur,0
25101,krach,not,0
25102,schreit,rauschen,0
25103,dar,erden,0
25104,sarg,barg,1
25105,lassen,ersetzt,0
25106,aufgeschossen,sprossen,1
25107,wegen,legen,1
25108,prangt,gewinn,0
25109,sich,dich,1
25110,no,wott,0
25111,vesten,palästen,1
25112,gebracht,umgebracht,1
25113,gemacht,thät,0
25114,weibesbild,vergillt,1
25115,heraus,braus,1
25116,betrübet,geliebet,1
25117,wunderbar,hände,0
25118,neste,beste,1
25119,brenet,erkennet,1
25120,überlaut,an,0
25121,wagen,seyd,0
25122,soll,traurigkeit,0
25123,freund,giebt,0
25124,empor,seide,0
25125,knarren,farren,1
25126,tausendmal,nit,0
25127,wohl,capitol,1
25128,erden,werden,1
25129,schwerdt,sie,0
25130,getroffen,haare,0
25131,noch,seitenritz,0
25132,geleis,eis,1
25133,auch,auch,1
25134,kühner,sabiner,1
25135,glänzte,lust,0
25136,gleitet,schwelle,0
25137,herein,seyn,1
25138,fliet,brande,0
25139,felder,wälder,1
25140,singen,springen,1
25141,geht,bewahren,0
25142,regelein,fein,1
25143,lachen,lachen,1
25144,fliegt,liegt,1
25145,fassen,jahr,0
25146,verschlungen,gesungen,1
25147,herrligkeit,breit,1
25148,schicke,gebühren,0
25149,für,hat,0
25150,angesicht,sonnenfernen,0
25151,seyn,ein,1
25152,zumachen,zier,0
25153,bringen,schliessen,0
25154,nicht,spricht,1
25155,fragmirnichtnach,verdro,0
25156,gut,blut,1
25157,ziel,spiel,1
25158,vaterland,zecher,0
25159,wancken,leuten,0
25160,sehn,umwehn,1
25161,gethan,kan,1
25162,antiquitätenlisten,uns,0
25163,fallen,chöre,0
25164,anzufangen,erlangen,1
25165,wald,allsobald,1
25166,fassen,ergetzt,0
25167,möge,je,0
25168,block,her,0
25169,bohne,witt,0
25170,glänzte,umkränzte,1
25171,eher,phariseer,1
25172,weiht,leiht,1
25173,herze,vulkan,0
25174,juwele,kehle,1
25175,gefahr,erstarke,0
25176,wären,monarchie,0
25177,schlüsse,noth,0
25178,betreten,beten,1
25179,wein,seyn,1
25180,glanz,wetter,0
25181,busenband,gesträuch,0
25182,blut,gut,1
25183,tahl,zahl,1
25184,zehlt,vergessen,0
25185,angesicht,stunden,0
25186,abeziehn,werden,0
25187,gelehnet,blitzen,0
25188,weh,beschworen,0
25189,mangelt,gewahr,0
25190,todt,macht,0
25191,gefar,entwinket,0
25192,versagt,alleswagt,1
25193,inderland,emporgewandt,1
25194,verstehet,wohnen,0
25195,träget,leget,1
25196,sachen,entzünde,0
25197,gesicht,nicht,1
25198,begriff,worte,0
25199,blumengefild,laufen,0
25200,pflügen,verblendt,0
25201,schon,erdensohn,1
25202,mund,erschrocken,0
25203,lebet,schwebet,1
25204,erwacht,nacht,1
25205,sonne,an,0
25206,grabe,bettelstabe,1
25207,arm,laub,0
25208,genät,orient,0
25209,apothecker,zuckerbrod,0
25210,gespart,eisenfahrt,1
25211,schwitze,streichen,0
25212,linde,flötenklang,0
25213,seyn,mich,0
25214,herfür,haus,0
25215,an,mir,0
25216,strahlen,mahlen,1
25217,leben,vmbgeben,1
25218,bauerlimmel,stö,0
25219,ergetzet,angesichte,0
25220,tugendhafft,verwehren,0
25221,sternenchor,filidor,1
25222,vetter,geleite,0
25223,angeschaut,gottesbraut,1
25224,grausahmseyn,fleut,0
25225,ertönen,kamönen,1
25226,aus,erstiegen,0
25227,verachten,trachten,1
25228,rot,brot,1
25229,macht,gehen,0
25230,zugehöret,frey,0
25231,ferne,glanz,0
25232,riff,spritzen,0
25233,gewähr,schwer,1
25234,stoppelflur,regentropfen,0
25235,scheinen,las,0
25236,rauche,glückes,0
25237,rein,seyn,1
25238,augenlider,gerichte,0
25239,gesungen,erklungen,1
25240,höllenheld,geben,0
25241,bette,wangen,0
25242,purpurröthen,flöten,1
25243,land,herzen,0
25244,nachgeblickt,zugenickt,1
25245,marmorwand,genannt,1
25246,drein,schilt,0
25247,liebeshaar,waar,1
25248,finden,prangen,0
25249,bey,tag,0
25250,seyn,drein,1
25251,angesicht,spricht,1
25252,glück,seiten,0
25253,erzeiget,verlacht,0
25254,hat,doppeldafft,0
25255,bestelt,sin,0
25256,gestalten,aufenthalten,1
25257,haare,jahre,1
25258,dran,meer,0
25259,list,ist,1
25260,fühlt,herden,0
25261,nebelmassen,lüge,0
25262,sich,kan,0
25263,poltern,erwekken,0
25264,charitinne,sinne,1
25265,ende,gesichte,0
25266,groll,zoll,1
25267,ihn,schlug,0
25268,gebühret,verwahre,0
25269,grüfte,segenspender,0
25270,erstarrt,hertz,0
25271,blicket,nicket,1
25272,lieder,nur,0
25273,blut,mut,1
25274,zugericht,gefahren,0
25275,verfehlen,mich,0
25276,putz,federstutz,1
25277,herz,schmerz,1
25278,fort,kus,0
25279,ich,ich,1
25280,freuden,weiden,1
25281,gesehen,gehen,1
25282,erden,werden,1
25283,glockenklang,gesang,1
25284,herz,schmerz,1
25285,erschienen,gerührt,0
25286,verbinden,dieselbe,0
25287,luft,durchlief,0
25288,höllenbild,mich,0
25289,huld,danieder,0
25290,tann,spann,1
25291,damit,seyn,0
25292,kommen,sagen,0
25293,tragen,hegt,0
25294,eingeschnitten,sitten,1
25295,stundenlang,gelang,1
25296,überall,may,0
25297,eichentisch,rosenfrisch,1
25298,wacker,bohnenacker,1
25299,grab,weinen,0
25300,preis,heiss,1
25301,munter,mitunter,1
25302,bewacht,bewundert,0
25303,kunst,conturen,0
25304,bemühn,laub,0
25305,hau,schwenken,0
25306,knaben,haben,1
25307,brunnen,brunnen,1
25308,thal,sorgen,0
25309,gestads,rads,1
25310,sein,thun,0
25311,führt,hold,0
25312,tand,sand,1
25313,haben,verschweigen,0
25314,käfer,bienen,0
25315,müde,friede,1
25316,geflimmer,migräne,0
25317,kraut,kraut,1
25318,streit,neid,1
25319,gästegedränge,schattet,0
25320,osten,rosten,1
25321,bekleidet,leidet,1
25322,a,keim,0
25323,mörderhänden,schrien,0
25324,liebe,liebe,1
25325,alleine,weyne,1
25326,essen,vergessen,1
25327,fürwahr,reise,0
25328,mann,welt,0
25329,wetter,blätter,1
25330,bleicht,dwägese,0
25331,her,rasen,0
25332,alles,wüsten,0
25333,raum,blicken,0
25334,schäfertugend,blühen,0
25335,herfür,stand,0
25336,begehret,gehn,0
25337,umkränzte,brust,0
25338,ist,her,0
25339,löwenpomade,salben,0
25340,throne,martercrone,1
25341,gefangen,prangen,1
25342,mund,wissen,0
25343,grösser,kind,0
25344,ehrenstand,hand,1
25345,schäzte,gestalt,0
25346,alkmene,rausch,0
25347,schwand,stand,1
25348,himmel,pretieux,0
25349,grösser,höne,0
25350,kan,du,0
25351,fluge,zuge,1
25352,licht,nicht,1
25353,üben,lieben,1
25354,darin,dahin,1
25355,huld,gedult,1
25356,sinn,bin,1
25357,noth,gehn,0
25358,mein,herrentag,0
25359,küsse,gleichen,0
25360,nicht,nicht,1
25361,prächtig,schlimmer,0
25362,litt,fürstengunst,0
25363,hält,welt,1
25364,türkisen,flügelthüren,0
25365,munde,wunde,1
25366,ketten,dich,0
25367,ziehen,gediehen,1
25368,lauer,trauer,1
25369,jüngerinhwir,händen,0
25370,schwerdterklang,gesang,1
25371,begier,prei,0
25372,bild,listen,0
25373,sprich,volke,0
25374,lust,verwand,0
25375,beschwerlich,geföhrlich,1
25376,gebreitet,regen,0
25377,stehen,gehen,1
25378,mein,sein,1
25379,zurücke,trauerblicke,1
25380,hoor,schnee,0
25381,hinan,gerne,0
25382,mir,zier,1
25383,rege,wege,1
25384,gebot,hand,0
25385,fleut,erfrischen,0
25386,glantz,befeuchtet,0
25387,nelcken,zugeschrieben,0
25388,brauch,tönt,0
25389,glück,reich,0
25390,schweigen,klage,0
25391,flieen,genieen,1
25392,knittern,flittern,1
25393,herfür,wellen,0
25394,seele,leibeshöle,1
25395,kömmt,seyn,0
25396,gedanken,schranken,1
25397,hereingetreten,gebeten,1
25398,haaren,bahren,1
25399,wol,magistrat,0
25400,nicht,durchstreichen,0
25401,brauch,thränenguss,0
25402,zeigen,zweigen,1
25403,verbarg,griff,0
25404,ausgestreckt,wallen,0
25405,gethan,ruhn,0
25406,könig,niedersteiget,0
25407,schön,machen,0
25408,gemeynt,freund,1
25409,seyn,ein,1
25410,harter,sparter,1
25411,untertauchen,sternen,0
25412,beliebig,an,0
25413,stunden,verschwunden,1
25414,ausgesandt,bekandt,1
25415,recht,ruhn,0
25416,verborgen,morgen,1
25417,lauf,sende,0
25418,fährt,leert,1
25419,gebilde,asenschilde,1
25420,schein,ein,1
25421,dervo,luft,0
25422,leben,geben,1
25423,hörbar,ehrbar,1
25424,gerungen,erwecket,0
25425,grausahmseyn,ein,1
25426,davon,theil,0
25427,unsterbligkeit,tugendlauff,0
25428,verlohren,ohren,1
25429,dich,dich,1
25430,herschwommen,hechte,0
25431,seele,geben,0
25432,unvergessen,ehrenkrone,0
25433,meuterei,zurück,0
25434,freuen,wiederbringt,0
25435,flei,bestürtzet,0
25436,umfieng,wiebrausend,0
25437,leben,glük,0
25438,seyn,seyn,1
25439,sonnen,übersponnen,1
25440,bade,jammerschade,1
25441,gleich,zehen,0
25442,sträuchen,los,0
25443,wogen,hort,0
25444,rauschen,bringen,0
25445,nicht,uberflu,0
25446,alles,falles,1
25447,spielen,anzufühlen,1
25448,weibe,norden,0
25449,wolfstornister,küster,1
25450,fern,herrn,1
25451,land,schwingt,0
25452,finden,verschwinden,1
25453,wahr,seyn,0
25454,wesen,hinzuleiern,0
25455,thal,hirschelein,0
25456,vergessen,gesessen,1
25457,schoo,bewahren,0
25458,streit,eigenheit,1
25459,leben,telesill,0
25460,gesicht,nicht,1
25461,feuer,rachgeberde,0
25462,leiden,mann,0
25463,schein,seyn,1
25464,gerettet,hingesunkener,0
25465,stat,stat,1
25466,munde,stunde,1
25467,seyn,nicht,0
25468,tragen,schein,0
25469,geworden,nicht,0
25470,thiegerthier,kind,0
25471,zunennen,bla,0
25472,lust,erschrecken,0
25473,thaten,rathen,1
25474,mindern,schuld,0
25475,bewhelmen,schelmen,1
25476,schäfergründen,feuer,0
25477,vergehn,zeter,0
25478,eine,koth,0
25479,kind,beginnt,1
25480,seyn,ein,1
25481,funken,meinen,0
25482,gereiht,thor,0
25483,sonnenschein,darein,1
25484,kunst,kunst,1
25485,geld,sticken,0
25486,weide,spitzen,0
25487,eyferstimme,auff,0
25488,dinge,bringe,1
25489,saitenkunst,gunst,1
25490,auffenthalt,gewalt,1
25491,abgethan,verricht,0
25492,ein,hain,1
25493,lauschet,rauschet,1
25494,cron,wohnung,0
25495,auffgebaut,ein,0
25496,feuerschrei,hungersnoth,0
25497,mundrubin,blühn,1
25498,diebereyen,befreyen,1
25499,verwandeln,mir,0
25500,frieden,frieden,1
25501,land,zärtlichkeit,0
25502,stühle,diele,1
25503,triebe,liebe,1
25504,jetzt,zuletzt,1
25505,a,a,1
25506,verhängt,dahergesprengt,1
25507,ontologie,schlüssen,0
25508,geübten,sich,0
25509,grüne,versühne,1
25510,habe,verbindet,0
25511,sage,thier,0
25512,lassen,brüder,0
25513,schätzen,ergetzen,1
25514,reich,bleich,1
25515,trinken,hetäre,0
25516,nicht,nicht,1
25517,erbaut,verlät,0
25518,mutt,blutt,0
25519,seyn,ein,1
25520,gedencken,dergestalt,0
25521,ist,fliehn,0
25522,wandern,bewegung,0
25523,fliegt,gesiegt,1
